,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,labels,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,docs_url,npm_id,npm_url,npm_monthly_downloads,dockerhub_id,helm_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,trending,updated_github_id,brew_id,apt_id,yum_id,maven_id,maven_url,snap_id,dnf_id,yay_id
698,spark-deep-learning,databricks/spark-deep-learning,data-pipelines,,https://github.com/databricks/spark-deep-learning,https://github.com/databricks/spark-deep-learning,Apache-2.0,2017-05-31 17:30:28.000,2022-03-21 17:15:55.000000,2022-03-21 17:12:16,138.0,,461.0,155.0,142.0,77.0,27.0,1937,Deep Learning Pipelines for Apache Spark.,17.0,19,True,2020-01-08 19:50:31,1.6.0,9.0,,,['spark'],,,23.0,23.0,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
699,reformer-pytorch,lucidrains/reformer-pytorch,pytorch-utils,,https://github.com/lucidrains/reformer-pytorch,https://github.com/lucidrains/reformer-pytorch,MIT,2020-01-09 20:42:37.000,2022-06-24 01:30:44.000000,2022-06-24 01:30:35,247.0,2.0,240.0,53.0,33.0,13.0,104.0,1771,"Reformer, the efficient Transformer, in Pytorch.",11.0,19,True,2021-11-06 23:08:36,1.4.4,21.0,reformer-pytorch,,['pytorch'],,770.0,,,https://pypi.org/project/reformer-pytorch,770.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
700,lore,instacart/lore,ml-experiments,,https://github.com/instacart/lore,https://github.com/instacart/lore,MIT,2017-10-19 21:51:45.000,2022-04-11 17:21:50.000000,2022-04-11 17:21:50,273.0,,124.0,101.0,149.0,16.0,19.0,1537,Lore makes machine learning approachable for Software Engineers and maintainable for Machine Learning Researchers.,26.0,19,True,2020-05-05 20:16:54,0.8.3,1.0,lore,,,,281.0,19.0,19.0,https://pypi.org/project/lore,281.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
701,Pypeline,cgarciae/pypeln,data-pipelines,,https://github.com/cgarciae/pypeln,https://github.com/cgarciae/pypeln,MIT,2018-09-01 13:43:31.000,2022-06-23 00:13:44.000000,2022-06-23 00:13:44,239.0,1.0,80.0,37.0,36.0,15.0,44.0,1351,Concurrent data pipelines in Python .,13.0,19,True,2022-01-06 15:32:49,0.4.9,14.0,pypeln,conda-forge/pypeln,,,7858.0,,,https://pypi.org/project/pypeln,7504.0,https://anaconda.org/conda-forge/pypeln,2022-01-06 18:29:36.168,8509.0,3.0,,,,,,,,,,,,,,,,,,,,
702,DLTK,DLTK/DLTK,medical-data,,https://github.com/DLTK/DLTK,https://github.com/DLTK/DLTK,Apache-2.0,2017-05-02 15:40:36.000,2022-06-21 21:11:42.000000,2019-01-21 14:01:28,379.0,,391.0,102.0,34.0,7.0,24.0,1322,Deep Learning Toolkit for Medical Image Analysis.,9.0,19,False,,,,dltk,,['tensorflow'],,119.0,23.0,23.0,https://pypi.org/project/dltk,119.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
703,tensorrec,jfkirk/tensorrec,recommender-systems,,https://github.com/jfkirk/tensorrec,https://github.com/jfkirk/tensorrec,Apache-2.0,2017-02-28 18:51:11.000,2022-03-11 23:26:22.000000,2020-02-04 21:10:25,334.0,,223.0,65.0,46.0,36.0,90.0,1195,A TensorFlow recommendation algorithm and framework in Python.,9.0,19,False,,,,tensorrec,,['tensorflow'],,498.0,27.0,27.0,https://pypi.org/project/tensorrec,498.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
704,advertorch,BorealisAI/advertorch,adversarial,,https://github.com/BorealisAI/advertorch,https://github.com/BorealisAI/advertorch,GPL-3.0,2018-11-29 22:17:33.000,2022-05-29 19:09:18.000000,2022-05-29 19:09:18,309.0,1.0,167.0,29.0,56.0,18.0,34.0,1080,A Toolbox for Adversarial Robustness Research.,21.0,19,False,,,,advertorch,,['pytorch'],,435.0,85.0,85.0,https://pypi.org/project/advertorch,435.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
705,luminol,linkedin/luminol,time-series-data,,https://github.com/linkedin/luminol,https://github.com/linkedin/luminol,Apache-2.0,2015-11-18 23:16:33.000,2020-12-27 09:54:35.000000,2018-01-09 07:46:55,69.0,,204.0,66.0,27.0,24.0,12.0,1038,Anomaly Detection and Correlation library.,8.0,19,False,,,,luminol,,,,34596.0,65.0,65.0,https://pypi.org/project/luminol,34596.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
706,Torch-Struct,harvardnlp/pytorch-struct,pytorch-utils,,https://github.com/harvardnlp/pytorch-struct,https://github.com/harvardnlp/pytorch-struct,MIT,2019-08-26 19:34:30.000,2022-04-20 08:21:20.000000,2022-01-30 19:49:08,271.0,,82.0,32.0,72.0,24.0,30.0,1036,"Fast, general, and tested differentiable structured prediction in PyTorch.",16.0,19,True,2021-02-15 20:20:59,0.5,2.0,torch-struct,,['pytorch'],,65264.0,,,https://pypi.org/project/torch-struct,65264.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
707,iNNvestigate,albermax/innvestigate,interpretability,,https://github.com/albermax/innvestigate,https://github.com/albermax/innvestigate,BSD-2-Clause,2017-12-13 18:11:20.000,2022-06-23 16:28:21.000000,2022-06-23 16:28:21,1063.0,11.0,221.0,43.0,50.0,64.0,167.0,1001,A toolbox to iNNvestigate neural networks predictions!.,19.0,19,True,,,,innvestigate,,['tensorflow'],,396.0,,,https://pypi.org/project/innvestigate,396.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
708,jraph,deepmind/jraph,graph,,https://github.com/deepmind/jraph,https://github.com/deepmind/jraph,Apache-2.0,2020-11-23 10:27:12.000,2022-07-03 19:08:30.000000,2022-06-21 09:55:30,89.0,9.0,59.0,34.0,12.0,12.0,17.0,980,A Graph Neural Network Library in Jax.,16.0,19,True,2022-06-06 13:32:58,0.0.5.de0,4.0,jraph,conda-forge/jraph,['jax'],,2325.0,28.0,28.0,https://pypi.org/project/jraph,2244.0,https://anaconda.org/conda-forge/jraph,2021-10-31 19:30:27.109,731.0,3.0,,,,,,,,,,,,,,,,,,,,
709,nude.py,hhatto/nude.py,image,,https://github.com/hhatto/nude.py,https://github.com/hhatto/nude.py,MIT,2013-06-09 06:55:55.000,2020-11-23 13:49:32.000000,2020-11-23 13:49:02,79.0,,130.0,35.0,16.0,7.0,3.0,856,Nudity detection with Python.,12.0,19,False,,,,nudepy,,,,4716.0,2528.0,2528.0,https://pypi.org/project/nudepy,4716.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
710,ADTK,arundo/adtk,time-series-data,,https://github.com/arundo/adtk,https://github.com/arundo/adtk,MPL-2.0,2019-09-27 00:34:22.000,2021-07-18 06:52:12.000000,2020-04-17 02:27:44,79.0,,104.0,26.0,73.0,30.0,36.0,839,A Python toolkit for rule-based/unsupervised anomaly detection in time series.,11.0,19,False,2020-04-17 02:17:35,0.6.2,12.0,adtk,conda-forge/adtk,,,278035.0,,,https://pypi.org/project/adtk,277868.0,https://anaconda.org/conda-forge/adtk,2020-04-20 19:46:14.062,4676.0,3.0,,,,,,,,,,,,,,,,,,,,
711,Saliency,PAIR-code/saliency,tensorflow-utils,,https://github.com/PAIR-code/saliency,https://github.com/PAIR-code/saliency,Apache-2.0,2017-06-09 22:07:35.000,2022-05-13 18:48:13.000000,2022-05-13 18:48:12,83.0,4.0,168.0,28.0,56.0,,26.0,802,"Framework-agnostic implementation for state-of-the-art saliency methods (XRAI, BlurIG, SmoothGrad, and more).",15.0,19,True,,,,saliency,,['tensorflow'],,1428.0,38.0,38.0,https://pypi.org/project/saliency,1428.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
712,Pandas-Bokeh,PatrikHlobil/Pandas-Bokeh,data-viz,,https://github.com/PatrikHlobil/Pandas-Bokeh,https://github.com/PatrikHlobil/Pandas-Bokeh,MIT,2018-11-23 20:49:14.000,2022-03-25 13:49:39.000000,2022-03-25 13:48:28,300.0,,101.0,23.0,28.0,31.0,66.0,790,Bokeh Plotting Backend for Pandas and GeoPandas.,14.0,19,True,2021-04-11 17:42:31,0.5.5,5.0,pandas-bokeh,,['pandas'],,12332.0,,,https://pypi.org/project/pandas-bokeh,12332.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
713,gmaps,pbugnion/gmaps,geospatial-data,,https://github.com/pbugnion/gmaps,https://github.com/pbugnion/gmaps,BSD-3-Clause,2014-12-01 09:12:06.000,2022-04-15 13:31:22.000000,2019-07-22 06:22:45,1380.0,,146.0,26.0,154.0,67.0,136.0,742,Google maps for Jupyter notebooks.,16.0,19,False,2016-01-02 19:06:03,0.2,20.0,gmaps,conda-forge/gmaps,['jupyter'],,14664.0,1.0,1.0,https://pypi.org/project/gmaps,8781.0,https://anaconda.org/conda-forge/gmaps,2019-08-02 11:56:50.940,267355.0,3.0,,jupyter-gmaps,https://www.npmjs.com/package/jupyter-gmaps,1571.0,,,,,,,,,,,,,,,,
714,Test Tube,williamFalcon/test-tube,hyperopt,,https://github.com/williamFalcon/test-tube,https://github.com/williamFalcon/test-tube,MIT,2017-09-06 02:14:57.000,2022-07-22 06:10:37.000000,2020-03-17 22:44:47,642.0,,67.0,24.0,37.0,23.0,21.0,719,Python library to easily log experiments and parallelize hyperparameter search for neural networks.,16.0,19,False,2019-06-29 19:21:43,0.64,3.0,test_tube,,,11.0,18884.0,,,https://pypi.org/project/test_tube,18884.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
715,sklearn-deap,rsteca/sklearn-deap,hyperopt,,https://github.com/rsteca/sklearn-deap,https://github.com/rsteca/sklearn-deap,MIT,2015-10-28 22:52:34.000,2021-07-30 15:07:28.000000,2021-07-30 15:06:27,104.0,,114.0,30.0,25.0,16.0,34.0,701,Use evolutionary algorithms instead of gridsearch in scikit-learn.,22.0,19,True,2021-07-30 15:07:28,0.3.0,14.0,sklearn-deap,,['sklearn'],,643.0,35.0,35.0,https://pypi.org/project/sklearn-deap,643.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
716,finetune,IndicoDataSolutions/finetune,nlp,,https://github.com/IndicoDataSolutions/finetune,https://github.com/IndicoDataSolutions/finetune,MPL-2.0,2018-06-12 17:02:16.000,2022-07-15 14:57:31.000000,2022-06-16 10:06:33,1489.0,5.0,72.0,35.0,579.0,22.0,117.0,659,Scikit-learn style model finetuning for NLP.,19.0,19,True,2019-01-18 20:10:51,0.5.14,14.0,finetune,,"['tensorflow', 'sklearn']",,81.0,9.0,9.0,https://pypi.org/project/finetune,81.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
717,cuSignal,rapidsai/cusignal,gpu-utilities,,https://github.com/rapidsai/cusignal,https://github.com/rapidsai/cusignal,Apache-2.0,2019-08-22 14:27:27.000,2022-07-22 14:51:24.000000,2022-06-02 15:52:39,1208.0,11.0,95.0,41.0,357.0,17.0,119.0,608,GPU accelerated signal processing.,38.0,19,True,2022-06-07 15:35:58,22.06.00,13.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
718,combo,yzhao062/combo,sklearn-utils,,https://github.com/yzhao062/combo,https://github.com/yzhao062/combo,BSD-2-Clause,2019-07-14 01:13:36.000,2022-07-07 13:25:34.000000,2022-07-07 13:25:27,208.0,1.0,99.0,29.0,1.0,10.0,3.0,587,(AAAI 20) A Python Toolbox for Machine Learning Model Combination.,2.0,19,True,2020-02-19 02:11:55,V0.1.0,1.0,combo,,"['sklearn', 'xgboost']",,32202.0,472.0,472.0,https://pypi.org/project/combo,32202.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
719,N2,kakao/n2,nn-search,,https://github.com/kakao/n2,https://github.com/kakao/n2,Apache-2.0,2017-11-23 02:27:59.000,2021-05-20 05:41:36.000000,2021-05-20 05:39:44,264.0,,64.0,40.0,16.0,11.0,22.0,522,TOROS N2 - lightweight approximate Nearest Neighbor library which runs fast even with large datasets.,18.0,19,False,2020-10-16 03:43:47,0.1.7,4.0,n2,,,,1000.0,23.0,23.0,https://pypi.org/project/n2,1000.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
720,aequitas,dssg/aequitas,interpretability,,https://github.com/dssg/aequitas,https://github.com/dssg/aequitas,MIT,2018-02-13 19:40:30.000,2021-07-13 10:19:56.000000,2021-05-27 09:45:10,857.0,,89.0,42.0,56.0,38.0,21.0,486,Bias and Fairness Audit Toolkit.,16.0,19,False,,,,aequitas,,,,3123.0,104.0,104.0,https://pypi.org/project/aequitas,3123.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
721,joypy,leotac/joypy,data-viz,,https://github.com/leotac/joypy,https://github.com/leotac/joypy,MIT,2017-07-30 17:18:50.000,2021-12-21 20:58:11.000000,2021-12-19 09:41:43,133.0,,46.0,11.0,19.0,10.0,37.0,434,Joyplots in Python with matplotlib & pandas.,6.0,19,True,,,5.0,joypy,conda-forge/joypy,,,15882.0,179.0,179.0,https://pypi.org/project/joypy,15510.0,https://anaconda.org/conda-forge/joypy,2020-12-28 14:07:53.760,14901.0,3.0,,,,,,,,,,,,,,,,,,,,
722,deepsnap,snap-stanford/deepsnap,graph,,https://github.com/snap-stanford/deepsnap,https://github.com/snap-stanford/deepsnap,MIT,2020-06-06 21:17:38.000,2021-09-28 07:21:22.000000,2021-09-19 23:51:06,406.0,,47.0,61.0,6.0,16.0,24.0,428,Python library assists deep learning on graphs.,15.0,19,True,2021-09-05 23:08:21,0.2.1,3.0,deepsnap,,,8.0,443.0,24.0,24.0,https://pypi.org/project/deepsnap,443.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
723,rrcf,kLabUM/rrcf,others,,https://github.com/kLabUM/rrcf,https://github.com/kLabUM/rrcf,MIT,2018-10-20 05:39:05.000,2021-01-13 23:05:23.000000,2020-06-10 01:07:39,253.0,,83.0,20.0,52.0,22.0,17.0,391,Implementation of the Robust Random Cut Forest algorithm for anomaly detection on streams.,4.0,19,False,2020-06-10 01:13:04,0.4.3,6.0,rrcf,,,,8837.0,38.0,38.0,https://pypi.org/project/rrcf,8837.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
724,lazypredict,shankarpandala/lazypredict,hyperopt,,https://github.com/shankarpandala/lazypredict,https://github.com/shankarpandala/lazypredict,MIT,2019-11-16 09:56:35.000,2022-05-27 05:51:07.000000,2022-05-25 05:43:59,218.0,1.0,65.0,8.0,306.0,31.0,34.0,373,Lazy Predict help build a lot of basic models without much code and helps understand which models works better without..,17.0,19,True,,,1.0,lazypredict,conda-forge/lazypredict,['sklearn'],,4970.0,315.0,315.0,https://pypi.org/project/lazypredict,4915.0,https://anaconda.org/conda-forge/lazypredict,2021-08-24 21:49:02.096,611.0,3.0,,,,,,,,,,,,,,,,,,,,
725,NIPY,nipy/nipy,medical-data,,https://github.com/nipy/nipy,https://github.com/nipy/nipy,BSD-3-Clause,2010-05-02 10:00:33.000,2021-12-05 02:53:17.000000,2021-03-29 16:56:48,6427.0,,126.0,36.0,341.0,40.0,111.0,322,Neuroimaging in Python FMRI analysis package.,63.0,19,False,,,2.0,nipy,conda-forge/nipy,,,3645.0,,,https://pypi.org/project/nipy,2078.0,https://anaconda.org/conda-forge/nipy,2020-05-04 19:38:04.112,94041.0,3.0,,,,,,,,,,,,,,,,,,,,
726,Brainiak,brainiak/brainiak,medical-data,,https://github.com/brainiak/brainiak,https://github.com/brainiak/brainiak,Apache-2.0,2016-02-08 23:19:27.000,2022-07-25 17:47:39.000000,2021-05-28 01:21:58,393.0,,124.0,34.0,318.0,74.0,124.0,281,Brain Imaging Analysis Kit.,34.0,19,False,,,,brainiak,,,,175.0,16.0,16.0,https://pypi.org/project/brainiak,166.0,,,,3.0,,,,,brainiak/brainiak,,https://hub.docker.com/r/brainiak/brainiak,2020-10-15 21:11:03.379549,1.0,760.0,,,,,,,,,,
727,fairness-indicators,tensorflow/fairness-indicators,interpretability,,https://github.com/tensorflow/fairness-indicators,https://github.com/tensorflow/fairness-indicators,Apache-2.0,2019-09-30 22:56:45.000,2022-07-26 20:55:33.000000,2022-07-26 20:55:28,300.0,11.0,68.0,20.0,301.0,3.0,8.0,266,Tensorflows Fairness Evaluation and Visualization Toolkit.,33.0,19,False,2022-07-20 07:04:00,0.40.0,19.0,fairness-indicators,,"['tensorflow', 'jupyter']",,774.0,,,https://pypi.org/project/fairness-indicators,774.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
728,solt,MIPT-Oulu/solt,image,,https://github.com/Oulu-IMEDS/solt,https://github.com/Oulu-IMEDS/solt,MIT,2018-08-02 15:09:05.000,2022-07-12 07:44:45.000000,2022-07-12 07:44:31,366.0,30.0,19.0,7.0,30.0,14.0,38.0,256,Streaming over lightweight data transformations.,4.0,19,False,2020-03-10 14:07:18,0.1.9,10.0,solt,,,,190.0,32.0,32.0,https://pypi.org/project/solt,190.0,,,,3.0,,,,,,,,,,,,Oulu-IMEDS/solt,,,,,,,,
729,pyRDF2Vec,IBCNServices/pyRDF2Vec,graph,,https://github.com/IBCNServices/pyRDF2Vec,https://github.com/IBCNServices/pyRDF2Vec,MIT,2019-06-13 11:36:12.000,2022-07-02 05:53:36.000000,2022-05-06 06:37:14,1184.0,10.0,32.0,13.0,47.0,7.0,52.0,161,Python Implementation and Extension of RDF2Vec.,6.0,19,False,2021-06-09 10:55:19,0.2.3,6.0,pyrdf2vec,,,,177.0,,,https://pypi.org/project/pyrdf2vec,177.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
730,prettymaps,marceloprates/prettymaps,geospatial-data,,https://github.com/marceloprates/prettymaps,https://github.com/marceloprates/prettymaps,AGPL-3.0,2021-03-05 12:22:05.000,2022-07-05 09:37:41.000000,2022-01-07 13:32:00,148.0,,389.0,78.0,31.0,40.0,20.0,8598,"A small set of Python functions to draw pretty maps from OpenStreetMap data. Based on osmnx, matplotlib and shapely..",14.0,18,False,,,4.0,prettymaps,conda-forge/prettymaps,,,1020.0,8.0,8.0,https://pypi.org/project/prettymaps,935.0,https://anaconda.org/conda-forge/prettymaps,2022-01-08 18:08:26.920,515.0,3.0,,,,,,,,,,,,,,,,,,,,
731,BytePS,bytedance/byteps,distributed-ml,,https://github.com/bytedance/byteps,https://github.com/bytedance/byteps,Apache-2.0,2019-06-25 07:00:13.000,2022-06-24 10:47:02.000000,2022-02-10 07:36:23,432.0,,454.0,84.0,179.0,99.0,160.0,3244,A high performance and generic framework for distributed DNN training.,19.0,18,True,2020-02-19 23:44:20,0.2,1.0,byteps,,,,134.0,,,https://pypi.org/project/byteps,100.0,,,,3.0,,,,,bytepsimage/tensorflow,,https://hub.docker.com/r/bytepsimage/tensorflow,2020-03-03 02:33:23.358610,,1267.0,,,,,,,,,,
732,AdaBound,Luolc/AdaBound,pytorch-utils,,https://github.com/Luolc/AdaBound,https://github.com/Luolc/AdaBound,Apache-2.0,2019-02-15 18:05:20.000,2019-03-06 17:01:52.000000,2019-03-06 17:01:45,27.0,,321.0,78.0,1.0,17.0,7.0,2895,An optimizer that trains as fast as Adam and as good as SGD.,2.0,18,False,2019-03-06 16:44:42,0.0.5,1.0,adabound,,['pytorch'],,1023.0,141.0,141.0,https://pypi.org/project/adabound,1023.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
733,image-match,ProvenanceLabs/image-match,image,,https://github.com/ProvenanceLabs/image-match,https://github.com/ProvenanceLabs/image-match,,2016-03-08 18:16:45.000,2022-05-14 16:58:36.000000,2021-09-21 13:07:59,405.0,,382.0,99.0,54.0,55.0,48.0,2770,Quickly search over billions of images.,19.0,18,False,2017-02-06 08:12:01,1.1.2,10.0,image_match,,,,417.0,,,https://pypi.org/project/image_match,417.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
734,pytorchviz,szagoruyko/pytorchviz,pytorch-utils,,https://github.com/szagoruyko/pytorchviz,https://github.com/szagoruyko/pytorchviz,MIT,2018-01-30 15:37:55.000,2021-07-15 01:54:59.000000,2021-06-15 18:41:51,22.0,,230.0,30.0,18.0,22.0,36.0,2316,A small package to create visualizations of PyTorch execution graphs.,6.0,18,False,,,,,,,,,729.0,729.0,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
735,pdftabextract,WZBSocialScienceCenter/pdftabextract,ocr,,https://github.com/WZBSocialScienceCenter/pdftabextract,https://github.com/WZBSocialScienceCenter/pdftabextract,Apache-2.0,2016-07-08 11:44:46.000,2022-06-24 09:51:22.000000,2022-06-24 09:51:22,171.0,1.0,345.0,88.0,4.0,3.0,18.0,1996,A set of tools for extracting tables from PDF files helping to do data mining on (OCR-processed) scanned documents.,3.0,18,True,,,,pdftabextract,,,,611.0,42.0,42.0,https://pypi.org/project/pdftabextract,611.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
736,ecco,jalammar/ecco,interpretability,,https://github.com/jalammar/ecco,https://github.com/jalammar/ecco,BSD-3-Clause,2020-11-07 10:06:34.000,2022-03-27 16:48:51.000000,2022-01-18 08:05:49,304.0,,96.0,18.0,25.0,15.0,23.0,1453,"Explain, analyze, and visualize NLP language models. Ecco creates interactive visualizations directly in Jupyter..",10.0,18,True,2022-01-09 21:17:53,0.1.2,10.0,ecco,conda-forge/ecco,['pytorch'],19.0,533.0,8.0,8.0,https://pypi.org/project/ecco,349.0,https://anaconda.org/conda-forge/ecco,2022-01-10 22:03:30.223,1290.0,3.0,,,,,,,,,,,,,,,,,,,,
737,doc2text,jlsutherland/doc2text,ocr,,https://github.com/jlsutherland/doc2text,https://github.com/jlsutherland/doc2text,MIT,2016-08-28 19:30:02.000,2020-12-01 22:56:27.000000,2020-12-01 22:56:26,62.0,,95.0,39.0,13.0,12.0,9.0,1256,Detect text blocks and OCR poorly scanned PDFs in bulk. Python module available via pip.,5.0,18,False,,,,doc2text,,,,2238.0,58.0,58.0,https://pypi.org/project/doc2text,2238.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
738,pytorch2keras,gmalivenko/pytorch2keras,model-serialisation,,https://github.com/gmalivenko/pytorch2keras,https://github.com/gmalivenko/pytorch2keras,MIT,2017-11-16 20:21:43.000,2022-06-11 07:21:47.000000,2021-08-06 08:18:46,282.0,,137.0,15.0,23.0,54.0,68.0,808,PyTorch to Keras model convertor.,13.0,18,True,,,1.0,pytorch2keras,,,,552.0,50.0,50.0,https://pypi.org/project/pytorch2keras,552.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
739,tffm,geffy/tffm,tensorflow-utils,,https://github.com/geffy/tffm,https://github.com/geffy/tffm,MIT,2016-05-02 17:06:07.000,2022-01-17 20:39:04.000000,2022-01-17 20:38:58,107.0,,177.0,34.0,15.0,18.0,22.0,782,TensorFlow implementation of an arbitrary order Factorization Machine.,10.0,18,True,,,,tffm,,['tensorflow'],,1421.0,11.0,11.0,https://pypi.org/project/tffm,1421.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
740,matrixprofile-ts,target/matrixprofile-ts,time-series-data,,https://github.com/target/matrixprofile-ts,https://github.com/target/matrixprofile-ts,Apache-2.0,2018-09-10 19:03:34.000,2022-06-21 21:35:50.000000,2020-04-25 18:37:42,198.0,,96.0,24.0,47.0,19.0,34.0,682,A Python library for detecting patterns and anomalies in massive datasets using the Matrix Profile.,15.0,18,False,,,,matrixprofile-ts,,,,510.0,19.0,19.0,https://pypi.org/project/matrixprofile-ts,510.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
741,tcav,tensorflow/tcav,interpretability,,https://github.com/tensorflow/tcav,https://github.com/tensorflow/tcav,Apache-2.0,2018-07-03 17:45:35.000,2022-06-21 23:29:45.000000,2021-09-16 17:56:31,171.0,,129.0,31.0,73.0,7.0,54.0,533,Code for the TCAV ML interpretability project.,19.0,18,True,2018-11-21 15:34:40,0.2,2.0,tcav,,['tensorflow'],,62.0,13.0,13.0,https://pypi.org/project/tcav,62.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
742,seglearn,dmbee/seglearn,time-series-data,,https://github.com/dmbee/seglearn,https://github.com/dmbee/seglearn,BSD-3-Clause,2018-03-05 20:53:59.000,2022-06-16 18:12:39.000000,2022-06-16 18:12:39,270.0,1.0,61.0,30.0,31.0,6.0,23.0,521,Python module for machine learning time series:.,14.0,18,True,,,,seglearn,,,,1629.0,11.0,11.0,https://pypi.org/project/seglearn,1629.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
743,Auto Tune Models,HDI-Project/ATM,hyperopt,,https://github.com/HDI-Project/ATM,https://github.com/HDI-Project/ATM,MIT,2016-10-14 18:03:00.000,2020-02-21 17:44:07.000000,2020-02-21 17:40:58,775.0,,131.0,59.0,72.0,18.0,71.0,520,"Auto Tune Models - A multi-tenant, multi-data system for automated machine learning (model selection and tuning).",16.0,18,False,2019-07-30 09:28:26,0.2.2,6.0,atm,,,,81.0,12.0,12.0,https://pypi.org/project/atm,81.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
744,parallelformers,tunib-ai/parallelformers,distributed-ml,,https://github.com/tunib-ai/parallelformers,https://github.com/tunib-ai/parallelformers,Apache-2.0,2021-07-17 12:50:43.000,2022-07-27 19:55:38.000000,2022-07-27 19:55:38,93.0,11.0,32.0,10.0,8.0,7.0,16.0,488,Parallelformers: An Efficient Model Parallelization Toolkit for Deployment.,5.0,18,True,2022-07-27 19:51:53,1.2.7,8.0,parallelformers,,,,331.0,7.0,7.0,https://pypi.org/project/parallelformers,331.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
