,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,updated_github_id,npm_id,npm_url,npm_monthly_downloads,trending,brew_id,apt_id,yum_id,maven_id,maven_url,dnf_id,yay_id,snap_id
737,pysparkling,svenkreiss/pysparkling,data-pipelines,,https://github.com/svenkreiss/pysparkling,https://github.com/svenkreiss/pysparkling,,2015-05-09 19:23:20.000,2023-06-16 19:25:18.270000,2022-11-13 18:39:01,1534.0,,42.0,9.0,140.0,7.0,21.0,260.0,A pure Python implementation of Apache Sparks RDD and DStream interfaces.,10.0,19,False,2022-11-13 18:39:51,0.6.2,27.0,pysparkling,conda-forge/pysparkling,,,,177.0,177.0,https://pypi.org/project/pysparkling,7537.0,7685.0,https://anaconda.org/conda-forge/pysparkling,2023-06-16 19:25:18.270,4446.0,,,,,3.0,,,,,,,,,,,,,,,
738,solt,MIPT-Oulu/solt,image,,https://github.com/Oulu-IMEDS/solt,https://github.com/Oulu-IMEDS/solt,MIT,2018-08-02 15:09:05.000,2023-07-17 13:39:53.000000,2022-07-12 07:44:31,366.0,,19.0,6.0,31.0,13.0,39.0,258.0,Streaming over lightweight data transformations.,5.0,19,False,2020-03-10 14:07:18,0.1.9,10.0,solt,,,,,50.0,50.0,https://pypi.org/project/solt,185.0,185.0,,,,,,,,3.0,,,Oulu-IMEDS/solt,,,,,,,,,,,,
739,numerizer,jaidevd/numerizer,nlp,,https://github.com/jaidevd/numerizer,https://github.com/jaidevd/numerizer,MIT,2019-12-02 07:00:34.000,2023-05-01 07:53:03.000000,2023-05-01 07:50:02,24.0,,23.0,8.0,11.0,4.0,9.0,208.0,A Python module to convert natural language numerics into ints and floats.,4.0,19,False,2023-01-03 08:04:12,0.2.2,3.0,numerizer,,,,,60.0,60.0,https://pypi.org/project/numerizer,42182.0,42182.0,,,,,,,,3.0,,,,,,,,,,,,,,,
740,mesh-transformer-jax,kingoflolz/mesh-transformer-jax,distributed-ml,,https://github.com/kingoflolz/mesh-transformer-jax,https://github.com/kingoflolz/mesh-transformer-jax,Apache-2.0,2021-03-13 23:31:13.000,2023-01-21 00:09:29.000000,2023-01-12 19:54:10,143.0,,870.0,108.0,51.0,41.0,159.0,6078.0,Model parallel transformers in JAX and Haiku.,23.0,18,True,,,,,,,,['jax'],13.0,13.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,
741,BytePS,bytedance/byteps,distributed-ml,,https://github.com/bytedance/byteps,https://github.com/bytedance/byteps,Apache-2.0,2019-06-25 07:00:13.000,2022-08-19 00:53:25.000000,2022-02-10 07:36:23,432.0,,465.0,88.0,179.0,104.0,161.0,3481.0,A high performance and generic framework for distributed DNN training.,21.0,18,False,2020-02-19 23:44:20,0.2,1.0,byteps,,bytepsimage/tensorflow,,,,,https://pypi.org/project/byteps,38.0,63.0,,,,https://hub.docker.com/r/bytepsimage/tensorflow,2020-03-03 02:33:23.358610,,1315.0,3.0,,,,,,,,,,,,,,,
742,Spotlight,maciejkula/spotlight,recommender-systems,,https://github.com/maciejkula/spotlight,https://github.com/maciejkula/spotlight,MIT,2017-06-25 18:52:19.000,2023-06-16 13:22:46.522000,2020-02-09 21:03:48,299.0,,411.0,110.0,83.0,62.0,48.0,2905.0,Deep recommender models using PyTorch.,11.0,18,False,2019-09-08 10:19:53,0.1.6,7.0,,maciejkula/spotlight,,,['pytorch'],,,,,112.0,https://anaconda.org/maciejkula/spotlight,2023-06-16 13:22:46.522,8425.0,,,,,3.0,,,,,,,,,,,,,,,
743,DeepWalk,phanein/deepwalk,graph,,https://github.com/phanein/deepwalk,https://github.com/phanein/deepwalk,,2014-08-23 03:38:20.000,2023-06-14 23:22:41.000000,2020-04-02 01:05:35,46.0,,817.0,87.0,30.0,30.0,80.0,2590.0,DeepWalk - Deep Learning for Graphs.,10.0,18,False,2014-11-19 19:20:33,1.0.2,1.0,deepwalk,,,,,68.0,68.0,https://pypi.org/project/deepwalk,608.0,608.0,,,,,,,,3.0,,,,,,,,,,,,,,,
744,scenic,google-research/scenic,image,,https://github.com/google-research/scenic,https://github.com/google-research/scenic,Apache-2.0,2021-07-12 14:27:08.000,2023-09-13 21:35:35.000000,2023-09-13 21:35:29,604.0,37.0,338.0,36.0,708.0,95.0,74.0,2470.0,Scenic: A Jax Library for Computer Vision Research and Beyond.,68.0,18,True,,,,,,,,['jax'],,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,
745,Mara Pipelines,mara/mara-pipelines,data-pipelines,,https://github.com/mara/mara-pipelines,https://github.com/mara/mara-pipelines,MIT,2018-03-31 20:37:22.000,2023-07-11 17:34:29.000000,2023-05-01 19:51:54,163.0,,102.0,57.0,68.0,18.0,16.0,2019.0,"A lightweight opinionated ETL framework, halfway between plain scripts and Apache Airflow.",17.0,18,True,2023-05-01 19:54:27,3.4.0,10.0,mara-pipelines,,,,,,,https://pypi.org/project/mara-pipelines,48.0,48.0,,,,,,,,3.0,,,,,,,,,,,,,,,
746,keepsake,replicate/keepsake,ml-experiments,,https://github.com/replicate/keepsake,https://github.com/replicate/keepsake,Apache-2.0,2020-07-01 04:37:44.000,2023-03-03 23:59:33.000000,2022-05-24 23:48:09,791.0,,68.0,23.0,1004.0,113.0,65.0,1632.0,Version control for machine learning.,17.0,18,False,2021-03-11 20:50:26,0.4.2,7.0,keepsake,,,,,,,https://pypi.org/project/keepsake,172.0,172.0,,,,,,,,3.0,,,,,,,,,,,,,,,
747,DLTK,DLTK/DLTK,medical-data,,https://github.com/DLTK/DLTK,https://github.com/DLTK/DLTK,Apache-2.0,2017-05-02 15:40:36.000,2023-03-24 22:27:46.000000,2019-01-21 14:01:28,379.0,,401.0,102.0,36.0,7.0,24.0,1398.0,Deep Learning Toolkit for Medical Image Analysis.,9.0,18,False,,,,dltk,,,,['tensorflow'],31.0,31.0,https://pypi.org/project/dltk,125.0,125.0,,,,,,,,3.0,,,,,,,,,,,,,,,
748,doc2text,jlsutherland/doc2text,ocr,,https://github.com/jlsutherland/doc2text,https://github.com/jlsutherland/doc2text,MIT,2016-08-28 19:30:02.000,2020-12-01 22:56:27.000000,2020-12-01 22:56:26,62.0,,95.0,41.0,13.0,13.0,9.0,1260.0,Detect text blocks and OCR poorly scanned PDFs in bulk. Python module available via pip.,5.0,18,False,,,,doc2text,,,,,102.0,102.0,https://pypi.org/project/doc2text,1432.0,1432.0,,,,,,,,3.0,,,,,,,,,,,,,,,
749,robustness,MadryLab/robustness,adversarial,,https://github.com/MadryLab/robustness,https://github.com/MadryLab/robustness,MIT,2019-08-21 09:26:33.000,2023-06-16 19:21:11.893000,2022-02-14 20:43:06,145.0,,156.0,19.0,41.0,21.0,58.0,828.0,"A library for experimenting with, training and evaluating neural networks, with a focus on adversarial robustness.",13.0,18,False,2020-12-01 06:11:12,1.2.1.post2,7.0,robustness,conda-forge/robustness,,,,149.0,149.0,https://pypi.org/project/robustness,248.0,449.0,https://anaconda.org/conda-forge/robustness,2023-06-16 19:21:11.893,7463.0,,,,,3.0,,,,,,,,,,,,,,,
750,Test Tube,williamFalcon/test-tube,hyperopt,,https://github.com/williamFalcon/test-tube,https://github.com/williamFalcon/test-tube,MIT,2017-09-06 02:14:57.000,2022-07-22 06:10:37.000000,2020-03-17 22:44:47,642.0,,74.0,26.0,37.0,23.0,21.0,736.0,Python library to easily log experiments and parallelize hyperparameter search for neural networks.,16.0,18,False,2019-06-29 19:21:43,0.64,3.0,test_tube,,,,,,,https://pypi.org/project/test_tube,54966.0,54966.0,,,,,,,,3.0,17.0,,,,,,,,,,,,,,
751,tcav,tensorflow/tcav,interpretability,,https://github.com/tensorflow/tcav,https://github.com/tensorflow/tcav,Apache-2.0,2018-07-03 17:45:35.000,2023-07-06 21:34:56.000000,2021-09-16 17:56:31,171.0,,142.0,35.0,79.0,8.0,55.0,585.0,Code for the TCAV ML interpretability project.,19.0,18,False,2018-11-21 15:34:40,0.2,2.0,tcav,,,,['tensorflow'],18.0,18.0,https://pypi.org/project/tcav,94.0,94.0,,,,,,,,3.0,,,,,,,,,,,,,,,
752,seglearn,dmbee/seglearn,time-series-data,,https://github.com/dmbee/seglearn,https://github.com/dmbee/seglearn,BSD-3-Clause,2018-03-05 20:53:59.000,2022-08-27 09:01:18.000000,2022-08-27 09:00:35,283.0,,63.0,30.0,31.0,5.0,24.0,554.0,Python module for machine learning time series:.,14.0,18,False,,,,seglearn,,,,,45.0,45.0,https://pypi.org/project/seglearn,1036.0,1036.0,,,,,,,,3.0,,,,,,,,,,,,,,,
753,N2,kakao/n2,nn-search,,https://github.com/kakao/n2,https://github.com/kakao/n2,Apache-2.0,2017-11-23 02:27:59.000,2023-06-27 16:54:16.000000,2023-06-27 16:54:13,266.0,2.0,70.0,40.0,17.0,13.0,22.0,551.0,TOROS N2 - lightweight approximate Nearest Neighbor library which runs fast even with large datasets.,20.0,18,True,2020-10-16 03:43:47,0.1.7,4.0,n2,,,,,27.0,27.0,https://pypi.org/project/n2,648.0,648.0,,,,,,,,3.0,,,,,,,,,,,,,,,
754,Auto Tune Models,HDI-Project/ATM,hyperopt,,https://github.com/HDI-Project/ATM,https://github.com/HDI-Project/ATM,MIT,2016-10-14 18:03:00.000,2020-02-21 17:44:07.000000,2020-02-21 17:40:58,775.0,,136.0,59.0,72.0,18.0,71.0,522.0,"Auto Tune Models - A multi-tenant, multi-data system for automated machine learning (model selection and tuning).",16.0,18,False,2019-07-30 09:28:26,0.2.2,6.0,atm,,,,,16.0,16.0,https://pypi.org/project/atm,65.0,65.0,,,,,,,,3.0,,,,,,,,,,,,,,,
755,elegy,poets-ai/elegy,ml-frameworks,,https://github.com/poets-ai/elegy,https://github.com/poets-ai/elegy,MIT,2020-06-30 14:00:37.000,2022-12-15 19:23:10.000000,2022-05-23 17:26:29,339.0,,30.0,16.0,148.0,39.0,66.0,451.0,A High Level API for Deep Learning in JAX.,18.0,18,False,2022-03-23 21:47:54,0.8.6,21.0,elegy,,,,"['tensorflow', 'jax']",40.0,40.0,https://pypi.org/project/elegy,185.0,185.0,,,,,,,,3.0,,,,,,,,,,,,,,,
756,Case Recommender,caserec/CaseRecommender,recommender-systems,,https://github.com/caserec/CaseRecommender,https://github.com/caserec/CaseRecommender,MIT,2015-11-12 18:25:39.000,2021-11-25 23:08:48.000000,2021-11-25 23:08:43,204.0,,87.0,24.0,18.0,5.0,20.0,446.0,Case Recommender: A Flexible and Extensible Python Framework for Recommender Systems.,11.0,18,False,2021-11-25 23:10:34,1.1.1,2.0,caserecommender,,,,['sklearn'],12.0,12.0,https://pypi.org/project/caserecommender,307.0,307.0,,,,,,,,3.0,,,,,,,,,,,,,,,
757,animatplot,t-makaro/animatplot,data-viz,,https://github.com/t-makaro/animatplot,https://github.com/t-makaro/animatplot,MIT,2017-04-03 00:54:04.000,2023-06-16 16:14:07.121000,2020-10-05 06:14:18,178.0,,38.0,11.0,29.0,15.0,17.0,401.0,A python package for animating plots build on matplotlib.,7.0,18,False,2019-03-05 21:32:47,0.4.1,7.0,animatplot,conda-forge/animatplot,,,,52.0,52.0,https://pypi.org/project/animatplot,176.0,398.0,https://anaconda.org/conda-forge/animatplot,2023-06-16 16:14:07.121,12253.0,,,,,3.0,,,,,,,,,,,,,,,
758,NeuralCompression,facebookresearch/NeuralCompression,others,,https://github.com/facebookresearch/NeuralCompression,https://github.com/facebookresearch/NeuralCompression,MIT,2021-07-09 15:14:13.000,2023-08-25 16:58:48.000000,2023-08-25 16:58:43,128.0,23.0,38.0,19.0,157.0,3.0,63.0,385.0,A collection of tools for neural compression enthusiasts.,9.0,18,True,2023-08-25 15:40:55,0.3.0,5.0,neuralcompression,,,,,,,https://pypi.org/project/neuralcompression,210.0,210.0,,,,,,,,3.0,,,,,,,,,,,,,,,
759,Julius,adefossez/julius,audio,,https://github.com/adefossez/julius,https://github.com/adefossez/julius,MIT,2020-10-26 10:54:21.000,2022-09-26 14:14:12.000000,2022-09-19 16:13:14,69.0,,26.0,10.0,9.0,2.0,9.0,366.0,Fast PyTorch based DSP for audio and 1D signals.,2.0,18,True,,,,julius,,,,['pytorch'],625.0,625.0,https://pypi.org/project/julius,145459.0,145459.0,,,,,,,,3.0,,,,,,,,,,,,,,,
760,Sherpa,sherpa-ai/sherpa,hyperopt,,https://github.com/sherpa-ai/sherpa,https://github.com/sherpa-ai/sherpa,GPL-3.0,2018-05-16 21:41:54.000,2020-10-18 07:57:50.000000,2020-10-18 07:57:48,823.0,,51.0,11.0,60.0,17.0,41.0,324.0,"Hyperparameter optimization that enables researchers to experiment, visualize, and scale quickly.",43.0,18,False,2020-07-31 05:29:09,1.0.7,4.0,parameter-sherpa,,,,,31.0,31.0,https://pypi.org/project/parameter-sherpa,154.0,154.0,,,,,,,,3.0,,,,,,,,,,,,,,,
761,Brainiak,brainiak/brainiak,medical-data,,https://github.com/brainiak/brainiak,https://github.com/brainiak/brainiak,Apache-2.0,2016-02-08 23:19:27.000,2023-09-05 19:25:27.000000,2021-05-28 01:21:58,393.0,,127.0,35.0,320.0,79.0,125.0,313.0,Brain Imaging Analysis Kit.,34.0,18,False,,,,brainiak,,brainiak/brainiak,,,22.0,22.0,https://pypi.org/project/brainiak,98.0,107.0,,,,https://hub.docker.com/r/brainiak/brainiak,2020-10-15 21:11:03.379549,1.0,881.0,3.0,,,,,,,,,,,,,,,
762,sk-dist,Ibotta/sk-dist,distributed-ml,,https://github.com/Ibotta/sk-dist,https://github.com/Ibotta/sk-dist,Apache-2.0,2019-08-14 21:07:17.000,2023-03-23 15:39:49.000000,2023-02-07 20:17:52,60.0,,51.0,26.0,41.0,8.0,10.0,285.0,Distributed scikit-learn meta-estimators in PySpark.,8.0,18,False,,,,sk-dist,,,,"['sklearn', 'spark']",16.0,16.0,https://pypi.org/project/sk-dist,232383.0,232383.0,,,,,,,,3.0,,,,,,,,,,,,,,,
763,somoclu,peterwittek/somoclu,distributed-ml,,https://github.com/peterwittek/somoclu,https://github.com/peterwittek/somoclu,MIT,2013-01-16 06:33:16.000,2023-06-16 13:21:34.221000,2022-09-26 07:14:12,621.0,,64.0,27.0,29.0,30.0,113.0,250.0,"Massively parallel self-organizing maps: accelerate training on multicore CPUs, GPUs, and clusters.",19.0,18,False,2021-10-31 08:33:47,1.7.6,13.0,somoclu,conda-forge/somoclu,,,,,,https://pypi.org/project/somoclu,2167.0,3289.0,https://anaconda.org/conda-forge/somoclu,2023-06-16 13:21:34.221,80729.0,,,,,3.0,1797.0,,,,,,,,,,,,,,
764,upgini,upgini/upgini,tabular,,https://github.com/upgini/upgini,https://github.com/upgini/upgini,BSD-3-Clause,2021-12-08 21:53:58.000,2023-09-13 04:59:29.000000,2023-09-13 04:59:18,607.0,32.0,20.0,4.0,243.0,,,249.0,Data search & enrichment library for Machine Learning Easily find and add relevant features to your ML pipeline from..,9.0,18,False,2023-09-08 15:06:42,1.1.186,81.0,upgini,,,,,2.0,2.0,https://pypi.org/project/upgini,4147.0,4147.0,,,,,,,,3.0,,,,,,,,,,,,,,,
765,celer,mathurinm/celer,sklearn-utils,,https://github.com/mathurinm/celer,https://github.com/mathurinm/celer,BSD-3-Clause,2018-02-20 19:37:31.000,2023-07-26 15:59:24.000000,2023-07-21 09:03:49,260.0,1.0,31.0,11.0,197.0,19.0,73.0,180.0,"Fast solver for L1-type problems: Lasso, sparse Logisitic regression, Group Lasso, weighted Lasso, Multitask Lasso, etc.",11.0,18,False,2020-10-12 12:26:09,0.5.1,3.0,celer,,,,['sklearn'],27.0,27.0,https://pypi.org/project/celer,774.0,774.0,,,,,,,,3.0,,,,,,,,,,,,,,,
766,DeepMind Lab,deepmind/lab,reinforcement-learning,,https://github.com/google-deepmind/lab,https://github.com/google-deepmind/lab,,2016-11-30 13:41:26.000,2023-01-04 15:38:37.000000,2023-01-04 15:19:06,509.0,,1344.0,471.0,21.0,56.0,166.0,6905.0,A customisable 3D platform for agent-based AI research.,9.0,17,False,2020-12-07 11:26:33,release-2020-12-07,8.0,,,,,,,,,,,,,,,,,,3.0,,,google-deepmind/lab,,,,,,,,,,,,
767,micrograd,karpathy/micrograd,pytorch-utils,,https://github.com/karpathy/micrograd,https://github.com/karpathy/micrograd,MIT,2020-04-13 04:31:18.000,2023-09-06 00:58:35.000000,2020-04-18 19:15:25,24.0,,751.0,121.0,34.0,10.0,7.0,6151.0,A tiny scalar-valued autograd engine and a neural net library on top of it with PyTorch-like API.,2.0,17,False,,,,micrograd,,,,['pytorch'],27.0,27.0,https://pypi.org/project/micrograd,446.0,446.0,,,,,,,,3.0,,,,,,,,,,,,,,,
768,OpenNRE,thunlp/OpenNRE,nlp,,https://github.com/thunlp/OpenNRE,https://github.com/thunlp/OpenNRE,MIT,2017-02-26 07:37:12.000,2023-07-06 21:55:15.000000,2023-01-03 11:24:22,166.0,,976.0,119.0,24.0,9.0,352.0,4080.0,An Open-Source Package for Neural Relation Extraction (NRE).,12.0,17,True,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,
769,image-match,ProvenanceLabs/image-match,image,,https://github.com/rhsimplex/image-match,https://github.com/rhsimplex/image-match,,2016-03-08 18:16:45.000,2022-12-06 11:29:04.000000,2022-12-06 11:29:04,406.0,,391.0,101.0,54.0,55.0,48.0,2876.0,Quickly search over billions of images.,19.0,17,False,2017-02-06 08:12:01,1.1.2,10.0,image_match,,,,,,,https://pypi.org/project/image_match,616.0,616.0,,,,,,,,3.0,,,rhsimplex/image-match,,,,,,,,,,,,
770,GraphGym,snap-stanford/GraphGym,graph,,https://github.com/snap-stanford/GraphGym,https://github.com/snap-stanford/GraphGym,,2020-10-14 05:01:35.000,2023-07-26 02:42:57.000000,2023-03-14 23:02:49,75.0,,160.0,24.0,18.0,13.0,28.0,1443.0,Platform for designing and evaluating Graph Neural Networks (GNN).,6.0,17,False,2022-03-24 23:28:17,0.4.0,2.0,graphgym,,,,,4.0,4.0,https://pypi.org/project/graphgym,62.0,62.0,,,,,,,,3.0,26.0,,,,,,,,,,,,,,
771,Torch-Struct,harvardnlp/pytorch-struct,pytorch-utils,,https://github.com/harvardnlp/pytorch-struct,https://github.com/harvardnlp/pytorch-struct,MIT,2019-08-26 19:34:30.000,2022-04-20 08:21:20.000000,2022-01-30 19:49:08,271.0,,85.0,34.0,72.0,25.0,30.0,1089.0,"Fast, general, and tested differentiable structured prediction in PyTorch.",16.0,17,False,2021-02-15 20:20:59,0.5,2.0,torch-struct,,,,['pytorch'],,,https://pypi.org/project/torch-struct,4677.0,4677.0,,,,,,,,3.0,,,,,,,,,,,,,,,
772,pytorch2keras,gmalivenko/pytorch2keras,model-serialisation,,https://github.com/gmalivenko/pytorch2keras,https://github.com/gmalivenko/pytorch2keras,MIT,2017-11-16 20:21:43.000,2022-12-08 11:42:52.000000,2021-08-06 08:18:46,282.0,,144.0,15.0,24.0,58.0,69.0,840.0,PyTorch to Keras model convertor.,13.0,17,False,,,1.0,pytorch2keras,,,,,83.0,83.0,https://pypi.org/project/pytorch2keras,337.0,337.0,,,,,,,,3.0,,,,,,,,,,,,,,,
773,Dragonfly,dragonfly/dragonfly,hyperopt,,https://github.com/dragonfly/dragonfly,https://github.com/dragonfly/dragonfly,MIT,2018-04-20 22:19:50.000,2023-06-19 20:23:17.000000,2022-10-01 22:21:50,400.0,,225.0,31.0,38.0,39.0,20.0,797.0,An open source python library for scalable Bayesian optimisation.,13.0,17,True,,,,dragonfly-opt,,,,,,,https://pypi.org/project/dragonfly-opt,42435.0,42435.0,,,,,,,,3.0,,,,,,,,,,,,,,,
774,Tensor Sensor,parrt/tensor-sensor,pytorch-utils,,https://github.com/parrt/tensor-sensor,https://github.com/parrt/tensor-sensor,MIT,2020-08-28 22:54:04.000,2023-06-16 19:27:38.210000,2022-04-07 20:49:56,235.0,,36.0,13.0,13.0,8.0,16.0,736.0,"The goal of this library is to generate more helpful exception messages for matrix algebra expressions for numpy,..",4.0,17,False,2021-12-11 21:24:11,1.0,15.0,tensor-sensor,conda-forge/tensor-sensor,,,['pytorch'],25.0,25.0,https://pypi.org/project/tensor-sensor,2295.0,2407.0,https://anaconda.org/conda-forge/tensor-sensor,2023-06-16 19:27:38.210,2578.0,,,,,3.0,,,,,,,,,,,,,,,
775,matrixprofile-ts,target/matrixprofile-ts,time-series-data,,https://github.com/target/matrixprofile-ts,https://github.com/target/matrixprofile-ts,Apache-2.0,2018-09-10 19:03:34.000,2023-04-23 10:08:18.000000,2020-04-25 18:37:42,198.0,,98.0,27.0,48.0,19.0,35.0,715.0,A Python library for detecting patterns and anomalies in massive datasets using the Matrix Profile.,15.0,17,False,,,,matrixprofile-ts,,,,,20.0,20.0,https://pypi.org/project/matrixprofile-ts,308.0,308.0,,,,,,,,3.0,,,,,,,,,,,,,,,
776,Caer,jasmcaus/caer,image,,https://github.com/jasmcaus/caer,https://github.com/jasmcaus/caer,MIT,2020-08-06 18:36:14.000,2023-05-29 09:36:13.000000,2021-10-13 21:05:33,5078.0,,93.0,20.0,58.0,2.0,13.0,712.0,"A lightweight Computer Vision library. Scale your models, not boilerplate.",,17,False,2021-10-06 07:29:20,2.0.3,13.0,caer,,,https://caer.rtfd.io,,,,https://pypi.org/project/caer,2779.0,2779.0,,,,,,,,3.0,28.0,,,,,,,,,,,,,,
777,parallelformers,tunib-ai/parallelformers,distributed-ml,,https://github.com/tunib-ai/parallelformers,https://github.com/tunib-ai/parallelformers,Apache-2.0,2021-07-17 12:50:43.000,2023-04-24 11:42:30.000000,2022-07-27 19:55:38,93.0,,52.0,13.0,10.0,24.0,17.0,711.0,Parallelformers: An Efficient Model Parallelization Toolkit for Deployment.,5.0,17,False,2022-07-27 19:51:53,1.2.7,8.0,parallelformers,,,,,30.0,30.0,https://pypi.org/project/parallelformers,3198.0,3198.0,,,,,,,,3.0,,,,,,,,,,,,,,,
778,TensorBoard Logger,TeamHG-Memex/tensorboard_logger,ml-experiments,,https://github.com/TeamHG-Memex/tensorboard_logger,https://github.com/TeamHG-Memex/tensorboard_logger,MIT,2016-10-27 14:02:25.000,2022-12-26 20:24:35.000000,2019-10-21 07:52:07,46.0,,52.0,30.0,12.0,9.0,15.0,626.0,Log TensorBoard events without touching TensorFlow.,5.0,17,False,,,,tensorboard_logger,,,,,146.0,146.0,https://pypi.org/project/tensorboard_logger,6312.0,6312.0,,,,,,,,3.0,,,,,,,,,,,,,,,
779,Auto TS,AutoViML/Auto_TS,time-series-data,,https://github.com/AutoViML/Auto_TS,https://github.com/AutoViML/Auto_TS,Apache-2.0,2020-02-15 15:23:32.000,2023-09-01 17:23:43.000000,2023-05-17 01:16:05,274.0,,105.0,19.0,20.0,1.0,82.0,610.0,"Automatically build ARIMA, SARIMAX, VAR, FB Prophet and XGBoost Models on Time Series data sets with a Single Line of..",9.0,17,True,,,2.0,auto-ts,,,,,,,https://pypi.org/project/auto-ts,3727.0,3727.0,,,,,,,,3.0,,,,,,,,,,,,,,,
780,baikal,alegonz/baikal,others,,https://github.com/alegonz/baikal,https://github.com/alegonz/baikal,BSD-3-Clause,2019-01-21 12:59:02.000,2023-08-08 09:17:25.121000,2021-04-11 07:50:00,405.0,,29.0,19.0,42.0,1.0,18.0,593.0,A graph-based functional API for building complex scikit-learn pipelines.,2.0,17,False,,,15.0,baikal,conda-forge/cython-blis,,,,8.0,8.0,https://pypi.org/project/baikal,155.0,54448.0,https://anaconda.org/conda-forge/cython-blis,2023-08-08 09:17:25.121,1954558.0,,,,,3.0,,,,,,,,,,,,,,,
781,pyhsmm,mattjj/pyhsmm,probabilistics,,https://github.com/mattjj/pyhsmm,https://github.com/mattjj/pyhsmm,MIT,2012-03-18 17:40:13.000,2022-10-26 08:37:57.000000,2020-08-24 17:03:59,1426.0,,163.0,56.0,20.0,38.0,60.0,534.0,,13.0,17,False,,,,pyhsmm,,,,,26.0,26.0,https://pypi.org/project/pyhsmm,64.0,64.0,,,,,,,,3.0,,,,,,,,,,,,,,,
782,DeepMatcher,anhaidgroup/deepmatcher,nlp,,https://github.com/anhaidgroup/deepmatcher,https://github.com/anhaidgroup/deepmatcher,BSD-3-Clause,2017-12-01 19:01:11.000,2023-05-02 04:54:25.000000,2021-06-13 00:22:13,176.0,,118.0,19.0,17.0,67.0,24.0,500.0,Python package for performing Entity and Text Matching using Deep Learning.,7.0,17,False,,,,deepmatcher,,,,,25.0,25.0,https://pypi.org/project/deepmatcher,2698.0,2698.0,,,,,,,,3.0,,,,,,,,,,,,,,,
783,Auto ViML,AutoViML/Auto_ViML,hyperopt,,https://github.com/AutoViML/Auto_ViML,https://github.com/AutoViML/Auto_ViML,Apache-2.0,2019-06-10 13:09:15.000,2023-05-21 22:48:24.000000,2023-05-21 22:12:32,319.0,,92.0,26.0,6.0,3.0,25.0,462.0,Automatically Build Multiple ML Models with a Single Line of Code. Created by Ram Seshadri. Collaborators Welcome...,8.0,17,True,,,,autoviml,,,,,22.0,22.0,https://pypi.org/project/autoviml,537.0,537.0,,,,,,,,3.0,,,,,,,,,,,,,,,
784,whoosh,mchaput/whoosh,nlp,,https://github.com/mchaput/whoosh,https://github.com/mchaput/whoosh,,2016-10-30 16:46:35.466,2023-07-29 23:53:20.000000,2022-01-15 18:08:37,1718.0,,56.0,13.0,11.0,31.0,5.0,451.0,Pure-Python full-text search library.,42.0,17,False,,,1.0,whoosh,conda-forge/whoosh,,,,,,https://pypi.org/project/whoosh,222713.0,225135.0,https://anaconda.org/conda-forge/whoosh,2023-06-16 13:17:46.809,201054.0,,,,,3.0,,,,,,,-7.0,,,,,,,,
