,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,npm_id,npm_url,npm_monthly_downloads,trending,brew_id,apt_id,yum_id,updated_github_id,maven_id,maven_url,snap_id,dnf_id,yay_id
673,StreamAlert,airbnb/streamalert,others,,https://github.com/airbnb/streamalert,https://github.com/airbnb/streamalert,Apache-2.0,2017-01-22 01:10:56.000,2023-03-20 10:13:27.000000,2022-07-20 20:54:36,1904.0,,318.0,102.0,999.0,84.0,260.0,2796.0,"StreamAlert is a serverless, realtime data analysis framework which empowers you to ingest, analyze, and alert on data..",33.0,20,True,2021-11-04 19:07:51,3.5.0,28.0,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,
674,tensorflow-graphics,tensorflow/graphics,image,,https://github.com/tensorflow/graphics,https://github.com/tensorflow/graphics,Apache-2.0,2019-01-08 10:39:44.000,2023-04-27 17:39:37.000000,2023-04-27 17:39:32,763.0,2.0,352.0,94.0,541.0,83.0,91.0,2722.0,TensorFlow Graphics: Differentiable Graphics Layers for TensorFlow.,39.0,20,True,2019-05-09 10:06:22,1.0.0,1.0,tensorflow-graphics,,,,['tensorflow'],,,https://pypi.org/project/tensorflow-graphics,4427.0,4427.0,,,,,,,,3.0,,,,,,,,,,,,,,,
675,DeepWalk,phanein/deepwalk,graph,,https://github.com/phanein/deepwalk,https://github.com/phanein/deepwalk,,2014-08-23 03:38:20.000,2023-06-14 23:22:41.000000,2020-04-02 01:05:35,46.0,,812.0,87.0,30.0,30.0,80.0,2563.0,DeepWalk - Deep Learning for Graphs.,10.0,20,False,2014-11-19 19:20:33,1.0.2,1.0,deepwalk,,,,,67.0,67.0,https://pypi.org/project/deepwalk,1962.0,1962.0,,,,,,,,3.0,,,,,,,,,,,,,,,
676,Coach,IntelLabs/coach,reinforcement-learning,,https://github.com/IntelLabs/coach,https://github.com/IntelLabs/coach,Apache-2.0,2017-10-01 19:27:43.000,2022-12-11 17:54:07.000000,2022-12-11 17:54:06,524.0,,443.0,130.0,225.0,81.0,183.0,2249.0,Reinforcement Learning Coach by Intel AI Lab enables easy experimentation with state of the art Reinforcement Learning..,36.0,20,True,2019-07-24 13:14:28,1.0.0,9.0,rl_coach,,,,,,,https://pypi.org/project/rl_coach,129.0,129.0,,,,,,,,3.0,,,,,,,,,,,,,,,
677,lore,instacart/lore,ml-experiments,,https://github.com/instacart/lore,https://github.com/instacart/lore,MIT,2017-10-19 21:51:45.000,2023-05-13 02:26:19.000000,2022-09-27 19:41:48,274.0,,129.0,102.0,149.0,15.0,20.0,1548.0,Lore makes machine learning approachable for Software Engineers and maintainable for Machine Learning Researchers.,29.0,20,True,2020-05-05 20:16:54,0.8.3,1.0,lore,,,,,20.0,20.0,https://pypi.org/project/lore,711.0,711.0,,,,,,,,3.0,,,,,,,,,,,,,,,
678,TNT,pytorch/tnt,ml-experiments,,https://github.com/pytorch/tnt,https://github.com/pytorch/tnt,,2016-12-10 11:49:58.000,2023-06-22 04:04:27.000000,2023-06-22 04:01:06,562.0,97.0,225.0,49.0,370.0,2.0,61.0,1537.0,A lightweight library for PyTorch training tools and utilities.,89.0,20,False,,,,torchnet,,,,['pytorch'],,,https://pypi.org/project/torchnet,7214.0,7214.0,,,,,,,,3.0,,,,,,,,,,,,,,,
679,EfficientNets,rwightman/gen-efficientnet-pytorch,pytorch-utils,,https://github.com/rwightman/gen-efficientnet-pytorch,https://github.com/rwightman/gen-efficientnet-pytorch,Apache-2.0,2019-05-11 19:35:56.000,2022-07-01 09:55:35.000000,2021-07-08 19:03:55,108.0,,204.0,46.0,12.0,4.0,51.0,1537.0,"Pretrained EfficientNet, EfficientNet-Lite, MixNet, MobileNetV3 / V2, MNASNet A1 and B1, FBNet, Single-Path NAS.",5.0,20,False,,,,geffnet,,,,['pytorch'],180.0,180.0,https://pypi.org/project/geffnet,5987.0,5987.0,,,,,,,,3.0,,,,,,,,,,,,,,,
680,ThunderSVM,Xtra-Computing/thundersvm,ml-frameworks,,https://github.com/Xtra-Computing/thundersvm,https://github.com/Xtra-Computing/thundersvm,Apache-2.0,2014-12-11 04:24:04.000,2023-06-14 15:33:56.000000,2023-05-13 08:12:05,905.0,1.0,204.0,54.0,52.0,67.0,148.0,1482.0,ThunderSVM: A Fast SVM Library on GPUs and CPUs.,35.0,20,True,2019-11-17 09:36:51,0.3.4,5.0,thundersvm,,,,,,,https://pypi.org/project/thundersvm,398.0,431.0,,,,,,,,3.0,2632.0,,,,,,,,,,,,,,
681,MLBox,AxeldeRomblay/MLBox,hyperopt,,https://github.com/AxeldeRomblay/MLBox,https://github.com/AxeldeRomblay/MLBox,,2017-06-01 16:59:24.000,2023-03-25 00:12:22.000000,2020-08-25 09:26:27,1121.0,,270.0,67.0,50.0,21.0,74.0,1430.0,MLBox is a powerful Automated Machine Learning python library.,9.0,20,False,2019-08-25 22:46:42,0.8.1,7.0,mlbox,,,,,32.0,32.0,https://pypi.org/project/mlbox,420.0,420.0,,,,,,,,3.0,,,,,,,,,,,,,,,
682,tensorrec,jfkirk/tensorrec,recommender-systems,,https://github.com/jfkirk/tensorrec,https://github.com/jfkirk/tensorrec,Apache-2.0,2017-02-28 18:51:11.000,2023-05-22 21:34:54.000000,2020-02-04 21:10:25,334.0,,223.0,64.0,48.0,36.0,90.0,1234.0,A TensorFlow recommendation algorithm and framework in Python.,9.0,20,False,,,,tensorrec,,,,['tensorflow'],29.0,29.0,https://pypi.org/project/tensorrec,289.0,289.0,,,,,,,,3.0,,,,,,,,,,,,,,,
683,advertorch,BorealisAI/advertorch,adversarial,,https://github.com/BorealisAI/advertorch,https://github.com/BorealisAI/advertorch,GPL-3.0,2018-11-29 22:17:33.000,2022-05-29 19:09:18.000000,2022-05-29 19:09:18,309.0,,184.0,27.0,56.0,19.0,35.0,1177.0,A Toolbox for Adversarial Robustness Research.,21.0,20,False,,,,advertorch,,,,['pytorch'],114.0,114.0,https://pypi.org/project/advertorch,557.0,557.0,,,,,,,,3.0,,,,,,,,,,,,,,,
684,Vulkan Kompute,KomputeProject/kompute,gpu-utilities,,https://github.com/KomputeProject/kompute,https://github.com/KomputeProject/kompute,Apache-2.0,2020-07-29 05:23:33.000,2023-05-28 08:34:18.000000,2023-05-28 08:34:18,1190.0,2.0,81.0,29.0,132.0,65.0,126.0,1170.0,"General purpose GPU compute framework built on Vulkan to support 1000s of cross vendor graphics cards (AMD, Qualcomm,..",22.0,20,True,2022-04-13 10:24:33,0.8.1,13.0,kp,,,,,7.0,7.0,https://pypi.org/project/kp,112.0,123.0,,,,,,,,3.0,382.0,,,,,,,,,,,,,,
685,TensorNets,taehoonlee/tensornets,tensorflow-utils,,https://github.com/taehoonlee/tensornets,https://github.com/taehoonlee/tensornets,MIT,2017-09-19 05:19:01.000,2021-01-02 06:28:10.000000,2021-01-02 06:26:24,284.0,,184.0,52.0,12.0,16.0,42.0,1011.0,High level network definitions with pre-trained weights in TensorFlow.,6.0,20,False,2020-03-31 04:38:27,0.4.6,12.0,tensornets,,,,['tensorflow'],63.0,63.0,https://pypi.org/project/tensornets,132.0,132.0,,,,,,,,3.0,,,,,,,,,,,,,,,
686,geoplotlib,andrea-cuttone/geoplotlib,geospatial-data,,https://github.com/andrea-cuttone/geoplotlib,https://github.com/andrea-cuttone/geoplotlib,MIT,2015-02-24 13:13:07.000,2023-06-16 19:26:09.140000,2019-05-06 07:06:50,159.0,,164.0,55.0,14.0,27.0,19.0,995.0,python toolbox for visualizing geographical data and making maps.,8.0,20,False,,,1.0,geoplotlib,conda-forge/geoplotlib,,,,160.0,160.0,https://pypi.org/project/geoplotlib,1201.0,1348.0,https://anaconda.org/conda-forge/geoplotlib,2023-06-16 19:26:09.140,3698.0,,,,,3.0,,,,,,,,,,,,,,,
687,calamari,Calamari-OCR/calamari,ocr,,https://github.com/Calamari-OCR/calamari,https://github.com/Calamari-OCR/calamari,Apache-2.0,2018-03-20 15:22:29.000,2023-01-03 12:07:57.000000,2022-11-22 10:31:22,441.0,,201.0,55.0,79.0,57.0,204.0,980.0,Line based ATR Engine based on OCRopy.,20.0,20,True,2022-03-21 11:52:48,2.2.2,34.0,calamari_ocr,,,,,,,https://pypi.org/project/calamari_ocr,1807.0,1807.0,,,,,,,,3.0,,,,,,,,,,,,,,,
688,pytorch_tabular,manujosephv/pytorch_tabular,tabular,,https://github.com/manujosephv/pytorch_tabular,https://github.com/manujosephv/pytorch_tabular,MIT,2020-12-15 07:17:03.000,2023-06-20 08:35:32.000000,2023-06-01 06:29:46,440.0,33.0,103.0,18.0,123.0,7.0,94.0,953.0,A standard framework for modelling Deep Learning Models for tabular data.,15.0,20,True,2023-06-01 06:16:39,1.0.2,4.0,pytorch_tabular,,,,['pytorch'],,,https://pypi.org/project/pytorch_tabular,3867.0,3867.0,,,,,,,,3.0,13.0,,,,,,,,,,,,,,
689,ADTK,arundo/adtk,time-series-data,,https://github.com/arundo/adtk,https://github.com/arundo/adtk,MPL-2.0,2019-09-27 00:34:22.000,2023-06-16 19:18:16.533000,2020-04-17 02:27:44,79.0,,121.0,27.0,73.0,37.0,36.0,943.0,A Python toolkit for rule-based/unsupervised anomaly detection in time series.,11.0,20,False,2020-04-17 02:17:35,0.6.2,12.0,adtk,conda-forge/adtk,,,,,,https://pypi.org/project/adtk,216197.0,216375.0,https://anaconda.org/conda-forge/adtk,2023-06-16 19:18:16.533,6968.0,,,,,3.0,,,,,,,,,,,,,,,
690,AstroML,astroML/astroML,others,,https://github.com/astroML/astroML,https://github.com/astroML/astroML,BSD-2-Clause,2012-10-17 22:33:50.000,2023-06-16 13:21:24.079000,2022-12-12 08:52:31,580.0,,280.0,94.0,120.0,56.0,94.0,914.0,"Machine learning, statistics, and data mining for astronomy and astrophysics.",30.0,20,True,,,6.0,astroML,conda-forge/astroml,,,['sklearn'],,,https://pypi.org/project/astroML,1369.0,1918.0,https://anaconda.org/conda-forge/astroml,2023-06-16 13:21:24.079,38449.0,,,,,3.0,,,,,,,,,,,,,,,
691,Saliency,PAIR-code/saliency,tensorflow-utils,,https://github.com/PAIR-code/saliency,https://github.com/PAIR-code/saliency,Apache-2.0,2017-06-09 22:07:35.000,2023-04-10 20:07:44.000000,2022-05-13 18:48:12,83.0,,171.0,25.0,58.0,7.0,27.0,885.0,"Framework-agnostic implementation for state-of-the-art saliency methods (XRAI, BlurIG, SmoothGrad, and more).",16.0,20,False,,,,saliency,,,,['tensorflow'],59.0,59.0,https://pypi.org/project/saliency,4860.0,4860.0,,,,,,,,3.0,,,,,,,,,,,,,,,
692,What-If Tool,PAIR-code/what-if-tool,interpretability,,https://github.com/PAIR-code/what-if-tool,https://github.com/PAIR-code/what-if-tool,Apache-2.0,2018-09-07 20:26:10.000,2023-06-16 19:20:28.498000,2023-04-27 23:44:02,329.0,1.0,148.0,29.0,104.0,64.0,56.0,814.0,Source code/webpage/demos for the What-If Tool.,20.0,20,True,2021-10-12 17:36:36,1.8.1,4.0,witwidget,conda-forge/tensorboard-plugin-wit,,,,,,https://pypi.org/project/witwidget,9808.0,63871.0,https://anaconda.org/conda-forge/tensorboard-plugin-wit,2023-06-16 19:20:28.498,1905539.0,,,,,3.0,,,wit-widget,https://www.npmjs.com/package/wit-widget,1132.0,,,,,,,,,,
693,TensorFrames,databricks/tensorframes,distributed-ml,,https://github.com/databricks/tensorframes,https://github.com/databricks/tensorframes,Apache-2.0,2016-03-04 19:25:19.000,2023-03-30 20:05:58.000000,2019-11-15 21:43:53,221.0,,158.0,78.0,98.0,49.0,43.0,752.0,[DEPRECATED] Tensorflow wrapper for DataFrames on Apache Spark.,16.0,20,False,2018-11-16 20:50:02,0.6.0,6.0,tensorframes,,,,"['tensorflow', 'spark']",,,https://pypi.org/project/tensorframes,35106.0,35106.0,,,,,,,,3.0,,,,,,,,,,,,,,,
694,Objax,google/objax,ml-frameworks,,https://github.com/google/objax,https://github.com/google/objax,Apache-2.0,2020-08-20 06:20:40.000,2023-06-12 22:12:53.000000,2023-06-12 22:12:53,449.0,9.0,70.0,25.0,157.0,41.0,60.0,743.0,,26.0,20,False,2022-02-01 00:17:20,1.6.0,7.0,objax,,,,['jax'],37.0,37.0,https://pypi.org/project/objax,714.0,714.0,,,,,,,,3.0,,,,,,,,,,,,,,,
695,deeplift,kundajelab/deeplift,interpretability,,https://github.com/kundajelab/deeplift,https://github.com/kundajelab/deeplift,MIT,2016-06-01 02:18:06.000,2022-04-28 10:04:52.000000,2021-11-11 17:50:26,553.0,,153.0,38.0,46.0,38.0,49.0,738.0,Public facing deeplift repo.,11.0,20,False,,,21.0,deeplift,,,,,79.0,79.0,https://pypi.org/project/deeplift,390.0,390.0,,,,,,,,3.0,,,,,,,,,,,,,,,
696,combo,yzhao062/combo,sklearn-utils,,https://github.com/yzhao062/combo,https://github.com/yzhao062/combo,BSD-2-Clause,2019-07-14 01:13:36.000,2023-01-14 04:46:24.000000,2023-01-14 04:46:24,210.0,,100.0,30.0,1.0,12.0,3.0,617.0,(AAAI 20) A Python Toolbox for Machine Learning Model Combination.,2.0,20,True,2020-02-19 02:11:55,V0.1.0,1.0,combo,,,,"['sklearn', 'xgboost']",557.0,557.0,https://pypi.org/project/combo,68812.0,68812.0,,,,,,,,3.0,,,,,,,,,,,,,,,
697,PyWaffle,gyli/PyWaffle,data-viz,,https://github.com/gyli/PyWaffle,https://github.com/gyli/PyWaffle,MIT,2017-11-14 20:03:47.000,2023-06-16 16:12:33.889000,2022-06-08 03:46:02,305.0,,100.0,9.0,14.0,5.0,16.0,549.0,Make Waffle Charts in Python.,6.0,20,True,,,5.0,pywaffle,conda-forge/pywaffle,,,,238.0,238.0,https://pypi.org/project/pywaffle,3610.0,3792.0,https://anaconda.org/conda-forge/pywaffle,2023-06-16 16:12:33.889,9860.0,,,,,3.0,,,,,,,,,,,,,,,
698,Poutyne,GRAAL-Research/poutyne,pytorch-utils,,https://github.com/GRAAL-Research/poutyne,https://github.com/GRAAL-Research/poutyne,LGPL-3.0,2017-12-07 18:30:17.000,2023-05-21 13:13:28.000000,2023-05-21 13:00:38,764.0,5.0,63.0,18.0,111.0,8.0,46.0,545.0,A simplified framework and utilities for PyTorch.,20.0,20,False,2023-05-21 13:13:28,1.17,36.0,poutyne,,,,['pytorch'],114.0,114.0,https://pypi.org/project/poutyne,6434.0,6434.0,,,,,,,,3.0,,,,,,,,,,,,,,,
699,happy-transformer,EricFillion/happy-transformer,nlp,,https://github.com/EricFillion/happy-transformer,https://github.com/EricFillion/happy-transformer,Apache-2.0,2019-10-06 22:02:12.000,2023-04-12 06:15:20.000000,2023-04-06 01:56:24,986.0,2.0,55.0,8.0,202.0,27.0,95.0,431.0,A package built on top of Hugging Faces transformers library that makes it easy to utilize state-of-the-art NLP models.,14.0,20,True,2022-02-06 06:58:53,2.4.1,39.0,happytransformer,,,,['huggingface'],171.0,171.0,https://pypi.org/project/happytransformer,3960.0,3960.0,,,,,,,,3.0,,,,,,,,,,,,,,,
700,vega,vega/ipyvega,data-viz,,https://github.com/vega/ipyvega,https://github.com/vega/ipyvega,BSD-3-Clause,2015-08-04 03:22:47.000,2023-06-16 13:18:03.216000,2023-06-01 02:37:20,636.0,18.0,60.0,32.0,391.0,11.0,91.0,349.0,IPython/Jupyter notebook module for Vega and Vega-Lite.,14.0,20,True,,,28.0,vega,conda-forge/vega,,,['jupyter'],2.0,2.0,https://pypi.org/project/vega,10526.0,17165.0,https://anaconda.org/conda-forge/vega,2023-06-16 13:18:03.216,557703.0,,,,,3.0,,,,,,,,,,,,,,,
701,NIPY,nipy/nipy,medical-data,,https://github.com/nipy/nipy,https://github.com/nipy/nipy,BSD-3-Clause,2010-05-02 10:00:33.000,2023-06-16 13:21:17.395000,2023-04-05 19:40:24,6447.0,3.0,131.0,37.0,349.0,43.0,113.0,344.0,Neuroimaging in Python FMRI analysis package.,66.0,20,True,,,2.0,nipy,conda-forge/nipy,,,,,,https://pypi.org/project/nipy,1905.0,3369.0,https://anaconda.org/conda-forge/nipy,2023-06-16 13:21:17.395,103977.0,,,,,3.0,,,,,,,,,,,,,,,
702,impyute,eltonlaw/impyute,others,,https://github.com/eltonlaw/impyute,https://github.com/eltonlaw/impyute,MIT,2017-01-21 09:16:27.000,2021-11-06 21:15:04.000000,2021-11-06 21:15:04,292.0,,46.0,10.0,37.0,27.0,37.0,336.0,Data imputations library to preprocess datasets with missing data.,11.0,20,False,,,,impyute,,,,,191.0,191.0,https://pypi.org/project/impyute,8853.0,8853.0,,,,,,,,3.0,,,,,,,,,,,,,,,
703,scikit-posthocs,maximtrp/scikit-posthocs,probabilistics,,https://github.com/maximtrp/scikit-posthocs,https://github.com/maximtrp/scikit-posthocs,MIT,2017-06-22 19:41:37.000,2023-06-16 19:23:09.531000,2023-06-02 19:34:41,510.0,12.0,36.0,5.0,11.0,5.0,44.0,290.0,Multiple Pairwise Comparisons (Post Hoc) Tests in Python.,12.0,20,False,2022-05-07 07:57:06,0.7.0,6.0,scikit-posthocs,conda-forge/scikit-posthocs,,,['sklearn'],,,https://pypi.org/project/scikit-posthocs,28873.0,47513.0,https://anaconda.org/conda-forge/scikit-posthocs,2023-06-16 19:23:09.531,596505.0,,,,,3.0,31.0,,,,,,,,,,,,,,
704,PyStan,stan-dev/pystan,probabilistics,,https://github.com/stan-dev/pystan,https://github.com/stan-dev/pystan,ISC,2017-03-06 19:56:42.094,2023-06-16 13:14:39.735000,2023-06-05 21:59:57,217.0,2.0,50.0,14.0,194.0,10.0,183.0,264.0,"PyStan, a Python interface to Stan, a platform for statistical modeling. Documentation: https://pystan.readthedocs.io.",13.0,20,False,,,12.0,pystan,conda-forge/pystan,,,,,,https://pypi.org/project/pystan,1839113.0,1871257.0,https://anaconda.org/conda-forge/pystan,2023-06-16 13:14:39.735,2410868.0,,,,,3.0,,,,,,,,,,,,,,,
705,Glow,projectglow/glow,medical-data,,https://github.com/projectglow/glow,https://github.com/projectglow/glow,Apache-2.0,2019-10-04 21:26:47.000,2023-06-16 19:24:57.965000,2023-01-26 17:04:18,400.0,,96.0,18.0,385.0,59.0,86.0,232.0,An open-source toolkit for large-scale genomic analysis.,24.0,20,False,2022-04-21 00:32:28,1.2.1,15.0,glow.py,conda-forge/glow,,,,,,https://pypi.org/project/glow.py,49001.0,49117.0,https://anaconda.org/conda-forge/glow,2023-06-16 19:24:57.965,3260.0,,,,,3.0,,,,,,,,,,,,,,,
706,pyfasttext,vrasneur/pyfasttext,nlp,,https://github.com/vrasneur/pyfasttext,https://github.com/vrasneur/pyfasttext,GPL-3.0,2017-06-30 18:44:42.000,2018-12-08 15:02:54.000000,2018-12-08 15:02:12,153.0,,31.0,9.0,4.0,20.0,29.0,228.0,Yet another Python binding for fastText.,4.0,20,False,2018-12-08 15:02:54,0.4.6,12.0,pyfasttext,,,,,336.0,336.0,https://pypi.org/project/pyfasttext,4470.0,4475.0,,,,,,,,3.0,363.0,,,,,,,,,,,,,,
707,Funsor,pyro-ppl/funsor,probabilistics,,https://github.com/pyro-ppl/funsor,https://github.com/pyro-ppl/funsor,Apache-2.0,2019-01-30 23:13:39.000,2023-02-16 21:22:03.000000,2023-02-06 22:03:09,575.0,,19.0,19.0,463.0,68.0,75.0,219.0,Functional tensors for probabilistic programming.,11.0,20,False,2023-01-23 08:31:45,0.4.5,11.0,funsor,,,,['pytorch'],51.0,51.0,https://pypi.org/project/funsor,1740.0,1740.0,,,,,,,,3.0,,,,,,,,,,,,,,,
708,DE⫶TR,facebookresearch/detr,image,,https://github.com/facebookresearch/detr,https://github.com/facebookresearch/detr,Apache-2.0,2020-05-26 23:54:52.000,2023-06-01 07:36:32.000000,2023-02-07 10:12:31,47.0,,1969.0,146.0,85.0,209.0,283.0,11208.0,End-to-End Object Detection with Transformers.,26.0,19,True,2020-06-29 16:41:01,0.2,1.0,,,,,['pytorch'],,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,
709,gpt-2-simple,minimaxir/gpt-2-simple,nlp,,https://github.com/minimaxir/gpt-2-simple,https://github.com/minimaxir/gpt-2-simple,,2019-04-13 20:00:52.000,2022-12-14 11:50:45.000000,2022-05-22 02:02:04,149.0,,644.0,75.0,53.0,161.0,100.0,3297.0,Python package to easily retrain OpenAIs GPT-2 text-generating model on new texts.,21.0,19,False,2021-10-18 02:38:39,0.8.1,17.0,gpt-2-simple,,,,['tensorflow'],,,https://pypi.org/project/gpt-2-simple,4467.0,4476.0,,,,,,,,3.0,483.0,,,,,,,,,,,,,,
710,AdaBound,Luolc/AdaBound,pytorch-utils,,https://github.com/Luolc/AdaBound,https://github.com/Luolc/AdaBound,Apache-2.0,2019-02-15 18:05:20.000,2019-03-06 17:01:52.000000,2019-03-06 17:01:45,27.0,,321.0,76.0,1.0,18.0,7.0,2896.0,An optimizer that trains as fast as Adam and as good as SGD.,2.0,19,False,2019-03-06 16:44:42,0.0.5,1.0,adabound,,,,['pytorch'],169.0,169.0,https://pypi.org/project/adabound,1466.0,1466.0,,,,,,,,3.0,,,,,,,,,,,,,,,
711,Spotlight,maciejkula/spotlight,recommender-systems,,https://github.com/maciejkula/spotlight,https://github.com/maciejkula/spotlight,MIT,2017-06-25 18:52:19.000,2023-06-16 13:22:46.522000,2020-02-09 21:03:48,299.0,,407.0,110.0,83.0,62.0,48.0,2872.0,Deep recommender models using PyTorch.,11.0,19,False,2019-09-08 10:19:53,0.1.6,7.0,,maciejkula/spotlight,,,['pytorch'],,,,,115.0,https://anaconda.org/maciejkula/spotlight,2023-06-16 13:22:46.522,8300.0,,,,,3.0,,,,,,,,,,,,,,,
712,lightseq,bytedance/lightseq,nlp,,https://github.com/bytedance/lightseq,https://github.com/bytedance/lightseq,,2019-12-06 08:25:24.000,2023-05-16 10:47:48.000000,2023-05-10 04:35:39,269.0,5.0,307.0,60.0,242.0,162.0,109.0,2826.0,LightSeq: A High Performance Library for Sequence Processing and Generation.,17.0,19,False,2022-11-02 09:30:27,3.0.1,13.0,lightseq,,,,,,,https://pypi.org/project/lightseq,6762.0,6777.0,,,,,,,,3.0,661.0,,,,,,,,,,,,,,
713,pytorchviz,szagoruyko/pytorchviz,pytorch-utils,,https://github.com/szagoruyko/pytorchviz,https://github.com/szagoruyko/pytorchviz,MIT,2018-01-30 15:37:55.000,2021-07-15 01:54:59.000000,2021-06-15 18:41:51,22.0,,251.0,33.0,18.0,24.0,36.0,2694.0,A small package to create visualizations of PyTorch execution graphs.,6.0,19,False,,,,,,,,,1170.0,1170.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,
714,scenic,google-research/scenic,image,,https://github.com/google-research/scenic,https://github.com/google-research/scenic,Apache-2.0,2021-07-12 14:27:08.000,2023-06-22 12:26:39.000000,2023-06-18 22:47:20,568.0,50.0,325.0,37.0,667.0,83.0,69.0,2264.0,Scenic: A Jax Library for Computer Vision Research and Beyond.,65.0,19,True,,,,,,,,['jax'],,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,
715,pdftabextract,WZBSocialScienceCenter/pdftabextract,ocr,,https://github.com/WZBSocialScienceCenter/pdftabextract,https://github.com/WZBSocialScienceCenter/pdftabextract,Apache-2.0,2016-07-08 11:44:46.000,2022-06-24 09:51:22.000000,2022-06-24 09:51:22,171.0,,354.0,86.0,4.0,3.0,18.0,2069.0,A set of tools for extracting tables from PDF files helping to do data mining on (OCR-processed) scanned documents.,3.0,19,True,,,,pdftabextract,,,,,45.0,45.0,https://pypi.org/project/pdftabextract,334.0,334.0,,,,,,,,3.0,,,,,,,,,,,,,,,
716,spark-deep-learning,databricks/spark-deep-learning,data-pipelines,,https://github.com/databricks/spark-deep-learning,https://github.com/databricks/spark-deep-learning,Apache-2.0,2017-05-31 17:30:28.000,2023-03-30 20:19:05.000000,2022-03-21 17:12:16,138.0,,460.0,157.0,142.0,78.0,27.0,1973.0,Deep Learning Pipelines for Apache Spark.,17.0,19,False,2020-01-08 19:50:31,1.6.0,9.0,,,,,['spark'],36.0,36.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,
717,Lambda Networks,lucidrains/lambda-networks,pytorch-utils,,https://github.com/lucidrains/lambda-networks,https://github.com/lucidrains/lambda-networks,MIT,2020-10-08 19:01:15.000,2020-11-18 19:54:34.000000,2020-11-18 19:54:30,31.0,,157.0,47.0,3.0,13.0,15.0,1520.0,"Implementation of LambdaNetworks, a new approach to image recognition that reaches SOTA with less compute.",3.0,19,False,2020-11-18 08:18:54,0.4.0,11.0,lambda-networks,,,,['pytorch'],7.0,7.0,https://pypi.org/project/lambda-networks,2150.0,2150.0,,,,,,,,3.0,,,,,,,,,,,,,,,
718,fastFM,ibayer/fastFM,recommender-systems,,https://github.com/ibayer/fastFM,https://github.com/ibayer/fastFM,,2014-10-27 12:25:51.000,2022-07-17 13:12:39.000000,2021-03-24 12:22:31,297.0,,196.0,28.0,61.0,47.0,60.0,1036.0,fastFM: A Library for Factorization Machines.,20.0,19,False,2017-11-22 16:13:16,0.2.11,10.0,fastfm,,,,,109.0,109.0,https://pypi.org/project/fastfm,362.0,367.0,,,,,,,,3.0,563.0,,,,,,,,,,,,,,
